tower_id,date,operator,city,state,uptime_percentage,downtime_minutes,outage_count,outage_reason,network_type,avg_users_affected
CAL-8480,2025-09-12,Airtel,Calabar,Kaduna,93.06,99.94,3,power_failure,3G,295
ABA-4982,2025-09-11,MTN,Aba,Osun,99.71,4.18,0,,4G,0
ABU-2491,2025-09-08,MTN,Abuja,Kaduna,98.22,25.63,5,,3G,0
ABU-8686,2025-09-12,Glo,Abuja,Sokoto,99.0,14.4,0,,4G,0
POR-1711,2025-09-01,MTN,Port Harcourt,Imo,90.61,135.22,4,power_failure,4G,274
ABE-8212,2025-09-20,9mobile,Abeokuta,Plateau,99.35,9.36,0,,3G,0
KAD-5169,2025-09-04,Airtel,Kaduna,Edo,93.19,98.06,4,equipment_fault,2G,441
BEN-7319,2025-09-25,Glo,Benin City,Bayelsa,95.16,69.7,5,,4G,0
POR-6653,2025-09-11,9mobile,Port Harcourt,Kwara,87.08,186.05,3,power_failure,4G,156
ONI-4901,2025-09-17,MTN,Onitsha,Gombe,88.89,159.98,3,power_failure,4G,428
ENU-3609,2025-09-08,MTN,Enugu,Ebonyi,90.79,132.62,4,power_failure,3G,261
KAN-6667,2025-09-30,MTN,Kano,FCT,97.36,38.02,3,,4G,0
KAD-6573,2025-09-27,Glo,Kaduna,Plateau,87.32,182.59,3,power_failure,3G,203
ABE-1736,2025-09-17,9mobile,Abeokuta,Gombe,89.9,145.44,0,maintenance,4G,372
JOS-2225,2025-09-20,9mobile,Jos,Abia,94.19,83.66,3,power_failure,3G,367
ABU-6443,2025-09-16,MTN,Abuja,Edo,95.87,59.47,1,,4G,0
POR-9766,2025-09-20,Glo,Port Harcourt,Bauchi,92.41,109.3,0,maintenance,3G,124
JOS-4882,2025-09-15,MTN,Jos,Kano,94.45,79.92,2,power_failure,3G,177
IBA-2158,2025-09-07,MTN,Ibadan,Imo,94.48,79.49,0,maintenance,4G,425
POR-7030,2025-09-02,MTN,Port Harcourt,Ogun,96.17,55.15,2,,5G,0
IBA-7489,2025-09-16,MTN,Ibadan,Gombe,96.78,46.37,2,,4G,0
ENU-9342,2025-09-14,MTN,Enugu,Katsina,90.82,132.19,1,maintenance,4G,127
LAG-7967,2025-09-28,9mobile,Lagos,Ondo,96.19,54.86,3,,3G,0
LAG-4980,2025-09-12,MTN,Lagos,Katsina,94.11,84.82,1,power_failure,4G,233
BEN-6908,2025-09-24,Airtel,Benin City,Zamfara,89.28,154.37,3,power_failure,4G,359
ABU-7247,2025-09-13,MTN,Abuja,Katsina,89.85,146.16,4,equipment_fault,4G,464
ABA-6337,2025-09-30,Glo,Aba,Niger,96.85,45.36,0,,2G,0
ABE-9925,2025-09-21,MTN,Abeokuta,Zamfara,93.92,87.55,5,power_failure,4G,257
POR-4861,2025-09-22,MTN,Port Harcourt,Lagos,98.83,16.85,5,,3G,0
ABE-7225,2025-09-08,Glo,Abeokuta,Akwa Ibom,97.13,41.33,0,,4G,0
POR-8430,2025-09-20,Glo,Port Harcourt,Anambra,90.11,142.42,4,weather,4G,499
CAL-7686,2025-09-03,9mobile,Calabar,Edo,88.94,159.26,4,maintenance,4G,408
ILO-4268,2025-09-24,9mobile,Ilorin,Ebonyi,87.66,177.7,0,power_failure,4G,157
BEN-4000,2025-09-26,MTN,Benin City,Oyo,89.01,158.26,0,power_failure,4G,409
ABA-3846,2025-09-05,Glo,Aba,Kebbi,94.27,82.51,5,power_failure,5G,262
LAG-3321,2025-09-25,Airtel,Lagos,Ondo,90.74,133.34,4,power_failure,4G,209
ABU-1197,2025-09-20,9mobile,Abuja,Nasarawa,91.43,123.41,5,maintenance,4G,167
JOS-1033,2025-09-22,MTN,Jos,Zamfara,89.56,150.34,5,equipment_fault,4G,225
ILO-7387,2025-09-26,Glo,Ilorin,Kogi,93.07,99.79,3,weather,3G,175
ABU-1652,2025-09-28,MTN,Abuja,FCT,91.43,123.41,3,power_failure,2G,300
ONI-7140,2025-09-26,Glo,Onitsha,Kano,95.19,69.26,2,,4G,0
JOS-8735,2025-09-04,9mobile,Jos,Delta,90.51,136.66,5,equipment_fault,2G,86
WAR-5463,2025-09-21,MTN,Warri,Cross River,92.51,107.86,3,power_failure,4G,179
LAG-2448,2025-09-05,Glo,Lagos,Benue,98.05,28.08,4,,3G,0
ABA-9416,2025-09-26,Airtel,Aba,Ondo,96.66,48.1,1,,5G,0
ABU-5677,2025-09-29,Airtel,Abuja,Kogi,93.06,99.94,4,power_failure,5G,90
ABE-3704,2025-09-13,MTN,Abeokuta,Katsina,99.14,12.38,0,,4G,0
BEN-1469,2025-09-14,Airtel,Benin City,Abia,93.35,95.76,4,power_failure,4G,391
ONI-9700,2025-09-07,Glo,Onitsha,Katsina,99.29,10.22,0,,4G,0
ABA-4450,2025-09-03,9mobile,Aba,Zamfara,91.7,119.52,5,fiber_cut,4G,92
POR-9293,2025-09-20,Glo,Port Harcourt,Rivers,96.36,52.42,1,,4G,0
KAN-6030,2025-09-23,Glo,Kano,Cross River,87.5,180.0,5,maintenance,4G,478
BEN-5818,2025-09-15,Airtel,Benin City,Zamfara,94.19,83.66,2,maintenance,4G,439
POR-8666,2025-09-26,Airtel,Port Harcourt,Bayelsa,99.77,3.31,0,,4G,0
ONI-8484,2025-09-09,Airtel,Onitsha,Gombe,93.64,91.58,0,weather,2G,294
ENU-8783,2025-09-26,9mobile,Enugu,FCT,92.9,102.24,5,power_failure,4G,355
KAN-4636,2025-09-22,Glo,Kano,Kaduna,96.97,43.63,3,,4G,0
ABU-9269,2025-09-22,Glo,Abuja,Zamfara,86.81,189.94,1,fiber_cut,4G,224
ONI-2673,2025-09-23,Glo,Onitsha,Enugu,88.43,166.61,0,power_failure,4G,436
ABA-5560,2025-09-14,MTN,Aba,Bauchi,94.49,79.34,0,equipment_fault,4G,50
ILO-7871,2025-09-15,Airtel,Ilorin,Ogun,96.09,56.3,2,,3G,0
ILO-9346,2025-09-06,Airtel,Ilorin,Ekiti,91.6,120.96,1,maintenance,4G,302
KAN-3885,2025-09-28,Glo,Kano,Nasarawa,99.44,8.06,0,,4G,0
POR-5772,2025-09-25,MTN,Port Harcourt,Edo,85.31,211.54,4,maintenance,4G,314
CAL-1073,2025-09-20,MTN,Calabar,Rivers,86.24,198.14,4,maintenance,4G,347
ENU-3482,2025-09-20,Glo,Enugu,Ebonyi,87.16,184.9,1,fiber_cut,3G,453
ONI-4067,2025-09-26,Airtel,Onitsha,Bayelsa,96.81,45.94,4,,4G,0
ABE-7581,2025-09-01,9mobile,Abeokuta,Anambra,93.69,90.86,1,maintenance,4G,96
LAG-4848,2025-09-12,9mobile,Lagos,Cross River,90.28,139.97,2,fiber_cut,4G,370
CAL-5198,2025-09-25,9mobile,Calabar,Borno,92.96,101.38,2,equipment_fault,3G,75
WAR-1517,2025-09-08,Glo,Warri,Jigawa,89.89,145.58,0,power_failure,4G,360
CAL-6241,2025-09-07,9mobile,Calabar,Taraba,92.75,104.4,5,equipment_fault,4G,389
KAN-1416,2025-09-19,Airtel,Kano,Kano,91.5,122.4,5,weather,4G,296
KAD-1364,2025-09-22,Airtel,Kaduna,Benue,92.65,105.84,3,maintenance,4G,153
JOS-2118,2025-09-06,MTN,Jos,Kaduna,93.59,92.3,1,weather,3G,155
ENU-2268,2025-09-30,MTN,Enugu,Delta,96.78,46.37,0,,4G,0
POR-9508,2025-09-22,9mobile,Port Harcourt,Niger,87.19,184.46,1,equipment_fault,4G,218
ABU-6638,2025-09-22,Glo,Abuja,FCT,95.09,70.7,3,,2G,0
ONI-7636,2025-09-06,Airtel,Onitsha,Sokoto,99.31,9.94,0,,3G,0
JOS-3533,2025-10-01,MTN,Jos,Adamawa,85.67,206.35,1,power_failure,3G,69
KAD-3107,2025-09-17,9mobile,Kaduna,Cross River,88.57,164.59,3,power_failure,2G,490
LAG-5416,2025-09-20,Airtel,Lagos,Rivers,88.45,166.32,3,weather,3G,373
CAL-8484,2025-09-10,MTN,Calabar,Lagos,96.4,51.84,0,,4G,0
JOS-8575,2025-09-13,Airtel,Jos,Akwa Ibom,95.61,63.22,0,,2G,0
ENU-5682,2025-09-14,Glo,Enugu,Borno,91.84,117.5,1,fiber_cut,2G,468
WAR-9683,2025-09-05,9mobile,Warri,Delta,92.98,101.09,0,equipment_fault,3G,124
LAG-3077,2025-09-17,Airtel,Lagos,Kogi,86.05,200.88,1,maintenance,4G,424
KAD-1746,2025-09-28,Airtel,Kaduna,Cross River,99.61,5.62,0,,4G,0
ONI-8137,2025-09-26,Airtel,Onitsha,Yobe,96.53,49.97,0,,4G,0
KAD-9121,2025-09-12,Airtel,Kaduna,Cross River,87.22,184.03,1,power_failure,4G,254
ABA-9238,2025-09-25,Airtel,Aba,Imo,92.28,111.17,0,power_failure,4G,219
KAD-9613,2025-09-26,Airtel,Kaduna,Adamawa,87.76,176.26,0,power_failure,5G,204
ONI-9409,2025-09-03,Glo,Onitsha,Plateau,91.91,116.5,3,maintenance,4G,68
ABU-7785,2025-09-20,MTN,Abuja,Bayelsa,90.41,138.1,5,equipment_fault,4G,476
WAR-8071,2025-09-02,Airtel,Warri,Edo,95.92,58.75,1,,4G,0
WAR-9649,2025-09-14,Airtel,Warri,Kaduna,92.72,104.83,3,power_failure,4G,212
KAD-2401,2025-09-03,Glo,Kaduna,Borno,90.41,138.1,3,maintenance,4G,254
IBA-1377,2025-09-17,MTN,Ibadan,Adamawa,92.56,107.14,2,power_failure,3G,126
IBA-9400,2025-09-26,Glo,Ibadan,Edo,88.98,158.69,3,power_failure,3G,252
WAR-3532,2025-09-19,Airtel,Warri,FCT,93.8,89.28,5,power_failure,4G,121
ILO-6342,2025-09-09,MTN,Ilorin,Plateau,88.19,170.06,0,maintenance,4G,413
ILO-5693,2025-09-04,Airtel,Ilorin,Katsina,94.59,77.9,5,power_failure,3G,317
ILO-3534,2025-09-29,Glo,Ilorin,Kebbi,85.34,211.1,5,maintenance,4G,207
ILO-3578,2025-09-12,MTN,Ilorin,Kaduna,99.21,11.38,0,,3G,0
LAG-6880,2025-09-10,Airtel,Lagos,Bayelsa,86.05,200.88,5,maintenance,4G,112
KAN-4042,2025-09-11,Airtel,Kano,FCT,94.8,74.88,5,power_failure,4G,219
ABE-9962,2025-09-05,Airtel,Abeokuta,Bayelsa,91.19,126.86,1,fiber_cut,3G,89
ABA-2997,2025-09-20,MTN,Aba,Enugu,91.04,129.02,2,weather,4G,95
POR-6301,2025-09-02,Airtel,Port Harcourt,Ogun,95.17,69.55,4,,4G,0
ABU-9112,2025-09-03,9mobile,Abuja,Sokoto,87.28,183.17,5,equipment_fault,4G,275
KAN-9583,2025-09-21,9mobile,Kano,Bauchi,93.5,93.6,1,maintenance,4G,218
KAD-2075,2025-09-10,Glo,Kaduna,Akwa Ibom,90.75,133.2,2,equipment_fault,4G,323
CAL-7761,2025-09-17,Airtel,Calabar,Edo,89.86,146.02,4,power_failure,3G,325
POR-6746,2025-09-20,Airtel,Port Harcourt,Ekiti,85.83,204.05,5,power_failure,4G,425
ABA-4756,2025-09-01,MTN,Aba,Rivers,90.78,132.77,1,maintenance,4G,61
IBA-1457,2025-09-11,MTN,Ibadan,Kwara,91.63,120.53,4,maintenance,4G,237
KAD-1673,2025-09-09,MTN,Kaduna,Borno,89.63,149.33,1,power_failure,3G,471
LAG-5194,2025-09-25,Glo,Lagos,Bauchi,86.52,194.11,4,maintenance,4G,313
ABE-8720,2025-09-20,MTN,Abeokuta,Bauchi,92.48,108.29,5,power_failure,4G,137
WAR-8383,2025-09-19,9mobile,Warri,Yobe,95.7,61.92,0,,4G,0
JOS-8653,2025-09-30,Glo,Jos,Osun,93.89,87.98,3,maintenance,3G,195
ABE-5145,2025-09-25,Glo,Abeokuta,Kebbi,90.13,142.13,4,power_failure,3G,199
CAL-5262,2025-09-18,MTN,Calabar,Cross River,94.54,78.62,4,equipment_fault,3G,428
CAL-4491,2025-09-12,Airtel,Calabar,Oyo,87.97,173.23,5,maintenance,4G,175
BEN-5855,2025-09-18,Airtel,Benin City,Rivers,93.94,87.26,0,power_failure,4G,492
JOS-5247,2025-09-08,9mobile,Jos,Plateau,93.99,86.54,5,fiber_cut,4G,465
ONI-2004,2025-09-25,Glo,Onitsha,Katsina,93.74,90.14,2,equipment_fault,4G,254
KAD-7783,2025-09-12,9mobile,Kaduna,Niger,95.85,59.76,5,,2G,0
JOS-6424,2025-09-05,Glo,Jos,Osun,94.6,77.76,1,power_failure,4G,349
JOS-8191,2025-09-27,Airtel,Jos,Osun,91.97,115.63,3,weather,5G,171
BEN-7770,2025-09-23,Airtel,Benin City,Osun,86.53,193.97,4,maintenance,4G,290
WAR-6456,2025-09-29,Glo,Warri,Bauchi,99.54,6.62,0,,3G,0
ENU-7293,2025-09-21,Airtel,Enugu,Sokoto,98.32,24.19,2,,4G,0
POR-7934,2025-09-07,Glo,Port Harcourt,Oyo,94.09,85.1,5,weather,4G,73
JOS-9990,2025-09-21,Airtel,Jos,Ondo,99.86,2.02,0,,3G,0
ONI-2707,2025-09-16,9mobile,Onitsha,Enugu,95.78,60.77,2,,4G,0
POR-3414,2025-09-01,Glo,Port Harcourt,Jigawa,97.51,35.86,2,,3G,0
ABA-2431,2025-09-14,Glo,Aba,Enugu,91.93,116.21,0,power_failure,4G,171
ABE-5961,2025-09-16,Glo,Abeokuta,Niger,88.71,162.58,1,power_failure,3G,150
ONI-5002,2025-09-25,9mobile,Onitsha,Abia,89.06,157.54,5,fiber_cut,4G,423
CAL-7313,2025-09-14,Airtel,Calabar,Rivers,96.73,47.09,3,,4G,0
ABU-5601,2025-09-30,9mobile,Abuja,Kano,94.33,81.65,3,maintenance,3G,350
LAG-8471,2025-09-03,Glo,Lagos,Adamawa,87.07,186.19,5,fiber_cut,4G,340
ABE-9735,2025-09-28,MTN,Abeokuta,Kebbi,99.77,3.31,0,,4G,0
KAD-8293,2025-09-05,Airtel,Kaduna,Akwa Ibom,99.67,4.75,0,,4G,0
ILO-4530,2025-09-12,9mobile,Ilorin,Ogun,99.97,0.43,0,,3G,0
CAL-9816,2025-09-02,MTN,Calabar,Imo,87.53,179.57,5,power_failure,2G,430
JOS-6248,2025-09-23,Glo,Jos,Delta,92.97,101.23,1,power_failure,4G,295
WAR-3481,2025-09-29,Glo,Warri,Delta,89.91,145.3,1,maintenance,3G,496
LAG-4468,2025-09-24,9mobile,Lagos,Kebbi,92.07,114.19,3,power_failure,3G,357
POR-8643,2025-09-20,Glo,Port Harcourt,Lagos,99.32,9.79,0,,5G,0
ILO-3955,2025-09-23,Glo,Ilorin,Bayelsa,93.86,88.42,0,equipment_fault,4G,197
IBA-7538,2025-09-07,Glo,Ibadan,Rivers,95.68,62.21,1,,4G,0
ONI-4209,2025-09-25,MTN,Onitsha,Plateau,93.74,90.14,3,equipment_fault,3G,131
WAR-7579,2025-09-17,MTN,Warri,Katsina,90.81,132.34,3,equipment_fault,3G,340
WAR-4087,2025-09-22,9mobile,Warri,Ogun,90.45,137.52,5,power_failure,2G,476
CAL-4377,2025-09-06,Airtel,Calabar,Bayelsa,89.58,150.05,5,power_failure,4G,205
BEN-2073,2025-09-22,Airtel,Benin City,Ekiti,95.52,64.51,2,,3G,0
BEN-1663,2025-09-16,Airtel,Benin City,Akwa Ibom,90.79,132.62,2,equipment_fault,3G,332
KAD-8980,2025-09-16,Airtel,Kaduna,Jigawa,98.67,19.15,5,,4G,0
ILO-9367,2025-10-01,MTN,Ilorin,Bauchi,99.92,1.15,0,,4G,0
JOS-4785,2025-09-25,9mobile,Jos,Katsina,87.12,185.47,3,power_failure,3G,224
KAD-8569,2025-09-24,Glo,Kaduna,Zamfara,85.76,205.06,1,power_failure,2G,154
ONI-7767,2025-09-29,Glo,Onitsha,Kaduna,92.28,111.17,1,equipment_fault,4G,236
KAN-7988,2025-09-23,Airtel,Kano,Kwara,91.25,126.0,2,weather,4G,488
ABE-8245,2025-09-01,Airtel,Abeokuta,Yobe,94.9,73.44,1,power_failure,4G,329
BEN-9798,2025-09-12,9mobile,Benin City,Rivers,95.54,64.22,0,,2G,0
ABE-1921,2025-09-19,Glo,Abeokuta,Benue,87.74,176.54,5,power_failure,4G,238
IBA-3680,2025-09-30,Glo,Ibadan,Akwa Ibom,87.42,181.15,1,power_failure,4G,179
LAG-4580,2025-09-13,9mobile,Lagos,Gombe,94.91,73.3,3,fiber_cut,2G,180
ABE-3450,2025-09-01,MTN,Abeokuta,Akwa Ibom,95.26,68.26,0,,4G,0
CAL-1462,2025-09-11,Airtel,Calabar,Gombe,91.97,115.63,2,power_failure,4G,109
ABA-8358,2025-09-18,MTN,Aba,Akwa Ibom,95.12,70.27,1,,3G,0
KAN-7792,2025-09-19,MTN,Kano,Kwara,93.38,95.33,1,fiber_cut,4G,373
KAN-7739,2025-09-17,MTN,Kano,Ogun,90.66,134.5,5,power_failure,5G,330
KAN-6224,2025-09-18,Glo,Kano,Kwara,99.0,14.4,0,,4G,0
ONI-6343,2025-09-06,MTN,Onitsha,Sokoto,88.27,168.91,2,power_failure,3G,173
LAG-7055,2025-09-08,Airtel,Lagos,Bayelsa,93.97,86.83,0,equipment_fault,4G,139
KAN-1782,2025-09-11,Airtel,Kano,Imo,90.69,134.06,3,weather,4G,322
ABA-6853,2025-09-18,9mobile,Aba,Ebonyi,88.88,160.13,3,equipment_fault,5G,136
IBA-8845,2025-09-02,MTN,Ibadan,Kogi,98.54,21.02,2,,4G,0
ABA-2585,2025-09-07,Glo,Aba,Anambra,90.22,140.83,3,weather,2G,240
IBA-3676,2025-09-07,Airtel,Ibadan,Enugu,88.85,160.56,5,power_failure,4G,281
BEN-8149,2025-09-19,9mobile,Benin City,Plateau,92.41,109.3,3,equipment_fault,3G,197
ABU-2655,2025-09-23,Airtel,Abuja,Plateau,89.15,156.24,3,maintenance,4G,190
POR-8916,2025-09-07,9mobile,Port Harcourt,Abia,97.94,29.66,0,,4G,0
ONI-4856,2025-09-23,Airtel,Onitsha,Enugu,99.15,12.24,0,,4G,0
CAL-5137,2025-09-13,Glo,Calabar,Sokoto,91.02,129.31,0,fiber_cut,2G,284
IBA-4342,2025-09-16,MTN,Ibadan,Enugu,88.0,172.8,3,equipment_fault,4G,149
ONI-8808,2025-09-18,Glo,Onitsha,Osun,97.83,31.25,1,,3G,0
JOS-9545,2025-10-01,9mobile,Jos,Rivers,92.34,110.3,5,power_failure,4G,105
ABA-1374,2025-09-25,Glo,Aba,Gombe,88.72,162.43,2,fiber_cut,4G,442
KAD-9700,2025-09-26,Airtel,Kaduna,Nasarawa,91.27,125.71,4,maintenance,4G,374
CAL-6866,2025-09-05,Airtel,Calabar,Bauchi,93.77,89.71,4,weather,4G,467
ABE-5098,2025-09-25,MTN,Abeokuta,Delta,99.49,7.34,0,,4G,0
LAG-9494,2025-09-24,Glo,Lagos,Osun,98.69,18.86,5,,4G,0
ILO-4910,2025-09-22,MTN,Ilorin,Edo,97.34,38.3,2,,4G,0
ILO-6142,2025-09-25,MTN,Ilorin,Ebonyi,86.41,195.7,3,equipment_fault,4G,347
ONI-9339,2025-09-03,Glo,Onitsha,Katsina,92.62,106.27,0,fiber_cut,2G,485
ONI-8175,2025-09-02,Airtel,Onitsha,Delta,94.98,72.29,0,maintenance,3G,304
ABE-8155,2025-09-24,MTN,Abeokuta,Ogun,97.59,34.7,5,,4G,0
BEN-6416,2025-09-04,9mobile,Benin City,Kwara,92.5,108.0,0,fiber_cut,4G,298
ILO-7207,2025-09-13,Glo,Ilorin,Katsina,91.74,118.94,4,power_failure,4G,365
WAR-5588,2025-09-10,MTN,Warri,Zamfara,89.92,145.15,4,maintenance,2G,177
JOS-1212,2025-09-07,9mobile,Jos,Adamawa,91.15,127.44,3,equipment_fault,4G,413
POR-6009,2025-09-07,9mobile,Port Harcourt,Nasarawa,96.08,56.45,5,,2G,0
ONI-4355,2025-10-01,Airtel,Onitsha,Enugu,85.84,203.9,4,power_failure,3G,470
ENU-3354,2025-09-17,9mobile,Enugu,Edo,93.85,88.56,0,equipment_fault,2G,499
IBA-2826,2025-09-08,9mobile,Ibadan,Imo,94.54,78.62,5,equipment_fault,4G,195
POR-9304,2025-09-19,MTN,Port Harcourt,Kogi,87.29,183.02,3,power_failure,3G,125
POR-8318,2025-09-14,9mobile,Port Harcourt,Kaduna,90.88,131.33,5,fiber_cut,4G,329
CAL-9467,2025-09-03,9mobile,Calabar,Rivers,89.0,158.4,5,power_failure,4G,321
ABU-4373,2025-09-23,MTN,Abuja,Niger,93.65,91.44,2,fiber_cut,4G,360
ONI-6822,2025-09-11,MTN,Onitsha,Kwara,99.19,11.66,0,,4G,0
BEN-1790,2025-09-21,9mobile,Benin City,Imo,88.09,171.5,2,equipment_fault,4G,459
ABE-8846,2025-09-28,9mobile,Abeokuta,FCT,90.5,136.8,4,weather,4G,77
LAG-3470,2025-09-24,MTN,Lagos,Kogi,92.94,101.66,2,fiber_cut,3G,460
POR-9806,2025-09-06,Glo,Port Harcourt,Plateau,90.79,132.62,0,maintenance,3G,200
WAR-9260,2025-09-05,9mobile,Warri,Taraba,86.77,190.51,3,power_failure,3G,209
IBA-2172,2025-09-23,Glo,Ibadan,Bauchi,99.6,5.76,0,,3G,0
KAN-8257,2025-09-09,Airtel,Kano,Yobe,91.25,126.0,5,maintenance,3G,208
ABA-6378,2025-09-16,9mobile,Aba,Sokoto,99.98,0.29,0,,4G,0
IBA-6038,2025-09-23,9mobile,Ibadan,Sokoto,97.87,30.67,0,,4G,0
ONI-4850,2025-09-04,Glo,Onitsha,Benue,92.71,104.98,3,weather,4G,341
ONI-3467,2025-09-14,Glo,Onitsha,Ebonyi,86.37,196.27,4,power_failure,3G,364
POR-1958,2025-09-07,MTN,Port Harcourt,Kano,98.98,14.69,5,,4G,0
JOS-8644,2025-09-25,9mobile,Jos,Nasarawa,92.69,105.26,0,power_failure,4G,423
JOS-9229,2025-09-23,Airtel,Jos,Edo,96.17,55.15,1,,3G,0
ABA-4076,2025-10-01,Airtel,Aba,Gombe,94.1,84.96,2,maintenance,4G,340
ABE-2979,2025-09-20,MTN,Abeokuta,Kaduna,91.81,117.94,2,equipment_fault,3G,188
ILO-4254,2025-09-20,9mobile,Ilorin,Ogun,95.3,67.68,3,,4G,0
WAR-1250,2025-09-26,9mobile,Warri,Taraba,88.31,168.34,5,maintenance,4G,420
JOS-8543,2025-09-28,Glo,Jos,Oyo,97.13,41.33,4,,4G,0
POR-3795,2025-09-17,Glo,Port Harcourt,Lagos,97.63,34.13,4,,4G,0
BEN-5653,2025-09-21,9mobile,Benin City,Kwara,94.31,81.94,4,weather,5G,274
ENU-5864,2025-09-24,9mobile,Enugu,Edo,86.5,194.4,1,equipment_fault,4G,225
KAD-3088,2025-09-05,9mobile,Kaduna,Anambra,90.32,139.39,2,maintenance,4G,118
ABU-9858,2025-09-07,9mobile,Abuja,Kebbi,94.41,80.5,1,weather,4G,311
WAR-2782,2025-09-22,Glo,Warri,Ebonyi,99.19,11.66,0,,4G,0
POR-6455,2025-09-28,Glo,Port Harcourt,FCT,87.95,173.52,1,power_failure,4G,351
JOS-5559,2025-09-01,Airtel,Jos,Plateau,88.33,168.05,1,power_failure,2G,100
BEN-7737,2025-09-22,MTN,Benin City,Cross River,86.41,195.7,1,maintenance,3G,251
ONI-4498,2025-09-13,Glo,Onitsha,Kaduna,91.22,126.43,3,maintenance,4G,492
BEN-4605,2025-09-10,MTN,Benin City,Abia,94.5,79.2,1,weather,3G,268
ABA-7708,2025-09-17,Airtel,Aba,Cross River,96.39,51.98,3,,3G,0
WAR-9700,2025-09-13,9mobile,Warri,Enugu,89.47,151.63,5,equipment_fault,4G,344
ABE-7850,2025-09-16,Glo,Abeokuta,Yobe,90.15,141.84,3,power_failure,4G,152
ONI-7945,2025-09-01,Airtel,Onitsha,FCT,88.76,161.86,5,maintenance,5G,258
POR-7691,2025-09-28,Glo,Port Harcourt,Benue,95.21,68.98,5,,2G,0
ONI-2740,2025-09-16,9mobile,Onitsha,Ogun,95.36,66.82,4,,4G,0
KAN-8866,2025-09-09,Glo,Kano,Zamfara,95.68,62.21,1,,5G,0
ABE-2340,2025-09-02,Glo,Abeokuta,Ekiti,91.48,122.69,3,fiber_cut,2G,351
BEN-6895,2025-09-23,Glo,Benin City,Edo,88.99,158.54,3,equipment_fault,3G,306
CAL-5214,2025-10-01,Airtel,Calabar,Gombe,89.26,154.66,3,equipment_fault,4G,434
KAD-5822,2025-09-11,MTN,Kaduna,Oyo,94.1,84.96,5,weather,4G,106
ILO-7590,2025-09-30,Airtel,Ilorin,Osun,94.2,83.52,5,power_failure,4G,310
BEN-5728,2025-09-07,Airtel,Benin City,Borno,87.77,176.11,5,maintenance,4G,78
ABU-1906,2025-09-26,Airtel,Abuja,Sokoto,85.97,202.03,5,weather,4G,369
POR-7867,2025-09-20,MTN,Port Harcourt,FCT,96.37,52.27,2,,4G,0
JOS-3044,2025-09-22,Glo,Jos,Ekiti,88.34,167.9,2,equipment_fault,5G,119
ABA-6216,2025-09-04,9mobile,Aba,Ondo,96.74,46.94,0,,4G,0
POR-4178,2025-09-27,MTN,Port Harcourt,Benue,89.45,151.92,4,power_failure,4G,143
WAR-3769,2025-09-12,Glo,Warri,FCT,91.11,128.02,1,power_failure,4G,322
JOS-9973,2025-09-15,Airtel,Jos,Bauchi,89.25,154.8,2,equipment_fault,4G,479
KAN-2616,2025-09-28,Airtel,Kano,Adamawa,94.83,74.45,3,power_failure,4G,426
BEN-5071,2025-09-16,Airtel,Benin City,Jigawa,88.52,165.31,0,weather,4G,105
ABU-5614,2025-09-27,Glo,Abuja,Akwa Ibom,99.8,2.88,0,,4G,0
BEN-8064,2025-09-11,Airtel,Benin City,Kogi,91.72,119.23,4,weather,4G,464
POR-8695,2025-09-08,Airtel,Port Harcourt,Akwa Ibom,96.63,48.53,5,,4G,0
ABE-3282,2025-09-10,MTN,Abeokuta,Rivers,87.83,175.25,2,maintenance,2G,451
BEN-9049,2025-09-17,MTN,Benin City,Oyo,91.84,117.5,0,equipment_fault,4G,343
ABA-5832,2025-09-11,Glo,Aba,Kebbi,91.88,116.93,3,power_failure,3G,97
ILO-8641,2025-09-27,MTN,Ilorin,Yobe,92.42,109.15,2,power_failure,3G,213
IBA-7692,2025-09-03,Glo,Ibadan,Kaduna,92.53,107.57,1,fiber_cut,4G,349
KAD-3499,2025-10-01,Airtel,Kaduna,Gombe,94.96,72.58,5,fiber_cut,2G,144
ONI-6811,2025-09-22,MTN,Onitsha,Cross River,94.4,80.64,5,fiber_cut,4G,179
KAN-5540,2025-09-19,MTN,Kano,Ebonyi,91.78,118.37,1,equipment_fault,4G,427
CAL-6098,2025-09-25,Airtel,Calabar,Delta,85.08,214.85,0,power_failure,3G,209
BEN-9205,2025-09-17,Glo,Benin City,Yobe,94.75,75.6,5,power_failure,2G,199
POR-4358,2025-09-10,Airtel,Port Harcourt,Oyo,91.42,123.55,2,power_failure,3G,190
ABA-3002,2025-09-12,Airtel,Aba,Niger,90.01,143.86,4,maintenance,4G,278
ABE-1753,2025-09-24,Glo,Abeokuta,Niger,98.33,24.05,3,,4G,0
IBA-2684,2025-09-18,Airtel,Ibadan,Kaduna,93.01,100.66,2,weather,5G,271
ENU-9783,2025-09-29,Glo,Enugu,Borno,94.32,81.79,0,equipment_fault,4G,339
KAN-6129,2025-09-06,Glo,Kano,Akwa Ibom,85.05,215.28,5,fiber_cut,4G,460
ABA-6394,2025-09-15,Glo,Aba,Abia,91.77,118.51,5,power_failure,4G,356
WAR-7903,2025-09-03,Airtel,Warri,Ogun,92.3,110.88,1,equipment_fault,3G,215
JOS-6287,2025-09-12,MTN,Jos,Abia,88.87,160.27,0,fiber_cut,2G,332
LAG-6827,2025-09-06,Glo,Lagos,Kano,96.9,44.64,2,,4G,0
