tower_id,operator,state,city,network_type,latest_uptime,historical_total_downtime_minutes,historical_total_outage_count,site_reliability_risk_score,risk_category_final,predicted_risk_probability,predicted_risk_category,recommended_priority
LAG-3114,9mobile,Jigawa,Lagos,4G,93.25,273.6,5,67.86666666666666,High Risk,0.5511173688770767,High,1227
POR-2271,9mobile,Ekiti,Port Harcourt,3G,92.28,140.11,10,31.16655092592594,Medium Risk,0.5511085506766632,High,1228
ABU-6901,Airtel,Jigawa,Abuja,4G,85.16,213.7,5,80.66712962962963,Critical Risk,0.5511083708979809,High,1229
ABU-5262,9mobile,Jigawa,Abuja,3G,96.99,43.34,3,10.032870370370379,Low Risk,0.5510946042033386,High,1230
LAG-1648,Glo,Ondo,Lagos,4G,93.3,96.48,1,55.68333333333334,Medium Risk,0.5510929912619826,High,1231
POR-5867,9mobile,Jigawa,Port Harcourt,4G,89.59,149.9,1,83.24953703703703,Critical Risk,0.551065643341198,High,1232
ENU-2019,Glo,Jigawa,Enugu,4G,93.6,106.27,5,28.749884259259257,Medium Risk,0.5510641003052676,High,1233
POR-1382,Airtel,Benue,Port Harcourt,4G,86.08,366.2,12,53.82253086419754,Medium Risk,0.5510592938386829,High,1234
LAG-6803,Glo,Jigawa,Lagos,4G,98.45,22.32,4,5.1666666666666625,Low Risk,0.5510469664894727,High,1235
ENU-1266,9mobile,Jigawa,Enugu,3G,93.29,125.13000000000001,8,38.60798611111112,Medium Risk,0.5510443050026328,High,1236
LAG-3774,Glo,Ondo,Lagos,4G,91.35,124.56,1,66.38333333333335,High Risk,0.5510407811294796,High,1237
LAG-1930,Glo,Kaduna,Lagos,4G,90.88,144.29000000000002,3,33.250115740740746,Medium Risk,0.5510354622743319,High,1238
ABU-8656,9mobile,Kwara,Abuja,4G,99.07,13.39,0,3.099768518518531,Low Risk,0.5510298076360182,High,1239
ABE-9718,Glo,Jigawa,Abeokuta,3G,96.63,48.53,2,11.233564814814823,Low Risk,0.5510189248504774,High,1240
IBA-5764,Glo,Katsina,Ibadan,4G,89.25,350.35,10,72.84988425925924,High Risk,0.5510137837154983,High,1241
KAN-7093,Glo,Jigawa,Kano,4G,86.05,200.88,0,92.30000000000001,Critical Risk,0.5510105330550971,High,1242
JOS-8843,9mobile,Jigawa,Jos,4G,95.24,190.51,5,40.19988425925927,Medium Risk,0.5510049295660858,High,1243
IBA-3897,Glo,Borno,Ibadan,4G,89.91,387.94,12,54.56682098765432,Medium Risk,0.5510024856252357,High,1244
POR-5134,MTN,Ondo,Port Harcourt,4G,97.55,35.28,0,8.166666666666671,Low Risk,0.5509967771736405,High,1245
ABU-8287,Airtel,Jigawa,Abuja,4G,97.73,32.69,5,7.566898148148142,Low Risk,0.5509842309991305,High,1246
KAN-4226,Airtel,Kwara,Kano,3G,96.83,106.56,9,12.333333333333337,Low Risk,0.5509801280734421,High,1247
IBA-5590,Airtel,Anambra,Ibadan,4G,97.76,135.94,9,30.983564814814812,Medium Risk,0.5509725857313637,High,1248
ABE-6613,9mobile,Jigawa,Abeokuta,4G,97.93,29.81,4,6.90023148148147,Low Risk,0.5509513886200056,High,1249
KAN-7190,Glo,Kaduna,Kano,3G,98.26,87.84,6,10.166666666666663,Low Risk,0.5509423828043442,High,1250
ABU-2146,Glo,Ondo,Abuja,4G,86.4,195.84,5,79.63333333333333,Critical Risk,0.5509341844615274,High,1251
LAG-3360,9mobile,Ondo,Lagos,4G,86.67,191.95,0,93.68310185185184,Critical Risk,0.5509253101576004,High,1252
ABU-5380,Airtel,Ekiti,Abuja,4G,93.5,159.83999999999997,9,39.099999999999994,Medium Risk,0.550924309204021,High,1253
ILO-2275,Glo,Adamawa,Ilorin,4G,98.17,159.26,10,34.55810185185185,Medium Risk,0.5509124556718631,High,1254
IBA-3592,Glo,Kaduna,Ibadan,4G,89.58,274.75,7,70.14988425925925,High Risk,0.5509080681942735,High,1255
POR-5974,Glo,Akwa Ibom,Port Harcourt,3G,92.69,200.73000000000002,9,55.55798611111111,Medium Risk,0.5509078185704598,High,1256
POR-7970,9mobile,Kaduna,Port Harcourt,4G,99.8,2.88,0,0.6666666666666715,Low Risk,0.5509009585832206,High,1257
JOS-1735,9mobile,Jigawa,Jos,3G,97.51,108.0,6,32.800000000000004,Medium Risk,0.5508995082295502,High,1258
ABU-6895,9mobile,Akwa Ibom,Abuja,4G,87.73,176.69,0,74.25023148148148,Critical Risk,0.5508900743648236,High,1259
POR-6551,Glo,Kaduna,Port Harcourt,4G,87.6,178.56,0,80.73333333333335,Critical Risk,0.5508875705673779,High,1260
IBA-7186,Glo,Kwara,Ibadan,4G,91.44,288.0,8,67.00833333333334,High Risk,0.5508852172201149,High,1261
ABA-2729,9mobile,Gombe,Aba,4G,98.13,93.03,10,10.767013888888895,Low Risk,0.5508721886434248,High,1262
KAN-8339,Glo,Ondo,Kano,4G,99.35,9.36,0,2.166666666666675,Low Risk,0.550859730178592,High,1263
ABU-9704,9mobile,Kwara,Abuja,5G,99.09,13.1,0,3.032870370370364,Low Risk,0.5508583666421224,High,1264
ABU-2575,Glo,Kaduna,Abuja,3G,95.59,63.5,1,14.69953703703703,Low Risk,0.550846557196755,High,1265
KAN-1194,9mobile,Ondo,Kano,4G,95.29,67.82,0,15.699537037037025,Low Risk,0.5508321744505361,High,1266
LAG-7140,9mobile,Oyo,Lagos,4G,88.69,187.48000000000002,8,35.54953703703703,Medium Risk,0.550824443490848,High,1267
ABE-7770,9mobile,Akwa Ibom,Abeokuta,3G,93.01,170.36,8,40.992129629629616,Medium Risk,0.5508225493704806,High,1268
IBA-4754,Airtel,Ondo,Ibadan,4G,96.35,52.56,2,12.166666666666677,Low Risk,0.550813729148741,High,1269
ABU-6179,9mobile,Lagos,Abuja,4G,97.89,203.76,4,45.98333333333334,Medium Risk,0.5508119603784639,High,1270
ABA-6516,Airtel,Abia,Aba,2G,93.73,332.49,12,49.105324074074055,Medium Risk,0.5508118614189256,High,1271
ABU-6717,Glo,Bauchi,Abuja,4G,89.16,532.0799999999999,15,58.16666666666666,Medium Risk,0.550801275088229,High,1272
POR-5009,Glo,Jigawa,Port Harcourt,4G,93.79,89.42,3,49.99953703703703,Medium Risk,0.5507690444330725,High,1273
IBA-8820,Airtel,Jigawa,Ibadan,4G,85.61,207.22,2,89.26712962962964,Critical Risk,0.550764930411514,High,1274
ABU-8786,9mobile,Kaduna,Abuja,2G,92.22,112.03,0,61.18310185185185,High Risk,0.5507625843398632,High,1275
BEN-9561,Glo,Jigawa,Benin City,2G,94.9,247.1,8,61.724768518518516,High Risk,0.5507510021410345,High,1276
IBA-5421,Airtel,Ekiti,Ibadan,4G,88.05,330.05,11,68.33341049382716,High Risk,0.5507506835310615,High,1277
ABU-7883,Glo,Jigawa,Abuja,2G,92.52,107.71,4,60.133101851851855,High Risk,0.5507448864800257,High,1278
ABU-2450,9mobile,Kaduna,Abuja,4G,96.96,43.78,3,10.133796296296307,Low Risk,0.5507405397451484,High,1279
ABU-8895,9mobile,Bauchi,Abuja,4G,95.27,348.05,12,54.655632716049396,Medium Risk,0.5507208997436756,High,1280
JOS-3805,Airtel,Jigawa,Jos,4G,96.46,50.98,0,11.800462962962973,Low Risk,0.5507176328584894,High,1281
LAG-3926,9mobile,Jigawa,Lagos,3G,99.5,7.2,0,1.6666666666666663,Low Risk,0.5507155332669554,High,1282
POR-9971,Glo,Ondo,Port Harcourt,4G,92.6,106.56,2,53.51666666666668,Medium Risk,0.5507121363873284,High,1283
KAN-6682,Glo,Jigawa,Kano,4G,96.22,54.43,2,12.599768518518523,Low Risk,0.5507108340524769,High,1284
JOS-1639,Glo,Akwa Ibom,Jos,4G,87.22,399.02,10,57.28873456790126,Medium Risk,0.5506949961130567,High,1285
ABA-8334,9mobile,Jigawa,Aba,3G,90.24,172.22,5,37.383101851851855,Medium Risk,0.5506929866655808,High,1286
LAG-4190,9mobile,Ondo,Lagos,4G,89.27,154.51,0,80.5664351851852,Critical Risk,0.5506910491691254,High,1287
ABE-9683,Glo,Katsina,Abeokuta,3G,92.24,129.31,7,30.86655092592594,Medium Risk,0.5506860631865331,High,1288
IBA-8989,Glo,Kaduna,Ibadan,4G,96.11,56.02,2,12.967129629629632,Low Risk,0.5506656361735548,High,1289
LAG-7355,9mobile,Akwa Ibom,Lagos,3G,91.97,288.0,10,67.40833333333333,High Risk,0.5506381834651731,High,1290
LAG-9011,9mobile,Akwa Ibom,Lagos,3G,92.4,207.79,10,63.199884259259264,High Risk,0.5506353544682583,High,1291
IBA-4221,9mobile,Akwa Ibom,Ibadan,4G,89.84,247.53000000000003,8,69.42465277777778,High Risk,0.5506294341400955,High,1292
ABA-4249,9mobile,Jigawa,Aba,4G,85.41,380.31,8,78.61701388888889,Critical Risk,0.5506264866105136,High,1293
IBA-2405,Glo,Kwara,Ibadan,3G,90.62,343.15,10,76.4165509259259,Critical Risk,0.550619155565197,High,1294
JOS-7293,9mobile,Kwara,Jos,4G,97.41,188.20999999999998,7,40.00844907407407,Medium Risk,0.55061342604442,High,1295
ABE-6341,9mobile,Ondo,Abeokuta,5G,92.7,105.12,0,68.88333333333333,High Risk,0.5505882586537901,High,1296
POR-4688,9mobile,Kaduna,Port Harcourt,4G,95.47,65.23,1,15.09976851851852,Low Risk,0.5505819170249379,High,1297
IBA-6027,Glo,Nasarawa,Ibadan,4G,98.83,177.26999999999998,7,37.61701388888889,Medium Risk,0.5505651275202607,High,1298
ILO-9023,9mobile,Kaduna,Ilorin,2G,95.63,199.87,8,41.883217592592594,Medium Risk,0.5505637692133215,High,1299
ABE-7671,Airtel,Ondo,Abeokuta,4G,92.95,101.52,0,58.5,Medium Risk,0.5505609337726523,High,1300
ABU-1176,Airtel,Ebonyi,Abuja,4G,91.79,142.56,8,41.44999999999998,Medium Risk,0.5505529050295206,High,1301
ABU-9603,MTN,Niger,Abuja,4G,87.99,367.63,12,48.96658950617282,Medium Risk,0.5505281121416994,High,1302
ABE-3161,9mobile,Ondo,Abeokuta,4G,92.75,104.4,1,59.36666666666666,Medium Risk,0.5505249510997564,High,1303
CAL-6723,Glo,Jigawa,Calabar,3G,99.97,197.85,4,39.64965277777778,Medium Risk,0.550521841777319,High,1304
KAN-1037,9mobile,Jigawa,Kano,3G,91.42,256.32,9,66.29166666666669,High Risk,0.5505203418284714,High,1305
POR-8656,Glo,Akwa Ibom,Port Harcourt,3G,88.33,170.79000000000002,5,33.59201388888891,Medium Risk,0.5505105621343399,High,1306
KAN-9426,9mobile,Jigawa,Kano,4G,97.4,37.44,1,8.666666666666659,Low Risk,0.5505084860818407,High,1307
POR-4112,Airtel,Akwa Ibom,Port Harcourt,3G,96.18,269.28000000000003,8,55.966666666666654,Medium Risk,0.5504888761238564,High,1308
IBA-8979,Airtel,Jigawa,Ibadan,4G,92.1,113.76,0,75.58333333333334,Critical Risk,0.5504796699315686,High,1309
BEN-1362,9mobile,Akwa Ibom,Benin City,4G,85.33,395.14,11,53.8057098765432,Medium Risk,0.5504791088196275,High,1310
IBA-9883,Glo,Akwa Ibom,Ibadan,4G,95.82,309.6,8,49.588888888888896,Medium Risk,0.5504722187640682,High,1311
IBA-8265,Airtel,Katsina,Ibadan,3G,95.81,267.12,9,48.06666666666668,Medium Risk,0.5504645958430396,High,1312
ABA-8560,9mobile,Jigawa,Aba,4G,89.22,155.23,1,64.68310185185186,High Risk,0.5504594251170084,High,1313
POR-8902,Airtel,Kaduna,Port Harcourt,4G,95.89,59.18,0,13.699537037037036,Low Risk,0.5504458373260317,High,1314
ILO-7981,Glo,Kaduna,Ilorin,4G,96.52,105.25999999999999,6,12.183101851851852,Low Risk,0.5504440128534325,High,1315
LAG-5901,MTN,Jigawa,Lagos,5G,98.48,21.89,1,5.066898148148141,Low Risk,0.5504344980619641,High,1316
ABU-7220,9mobile,Akwa Ibom,Abuja,4G,97.06,42.34,1,9.800462962962959,Low Risk,0.5504234259956966,High,1317
ABA-4804,MTN,Kaduna,Aba,4G,98.14,372.38,9,53.11651234567903,Medium Risk,0.5504057282200807,High,1318
JOS-8262,9mobile,Kwara,Jos,4G,91.56,328.76,10,72.15046296296295,High Risk,0.5503845952302463,High,1319
ABU-1850,Glo,Akwa Ibom,Abuja,3G,99.01,34.28,4,3.967129629629625,Low Risk,0.5503723373007336,High,1320
KAN-2583,9mobile,Ogun,Kano,3G,92.83,255.17000000000002,13,45.3556327160494,Medium Risk,0.5503658154670151,High,1321
POR-5814,9mobile,Bayelsa,Port Harcourt,2G,93.32,287.27,14,45.09961419753085,Medium Risk,0.550364703257962,High,1322
LAG-8507,9mobile,Kebbi,Lagos,4G,89.96,357.56,12,56.42253086419756,Medium Risk,0.55036401711407,High,1323
ABE-9953,Glo,Ondo,Abeokuta,4G,88.08,171.65,3,73.38356481481482,High Risk,0.550361835346238,High,1324
ABU-5284,Glo,Jigawa,Abuja,4G,86.91,300.24,3,65.12500000000003,High Risk,0.5503618264690165,High,1325
ABA-9061,9mobile,Nasarawa,Aba,4G,94.34,252.86,10,41.46095679012347,Medium Risk,0.5503558476699841,High,1326
ABE-4385,9mobile,Jigawa,Abeokuta,2G,93.73,205.34,5,43.010956790123444,Medium Risk,0.5503505635961851,High,1327
JOS-3032,Glo,Akwa Ibom,Jos,2G,85.91,443.52,11,67.22222222222223,High Risk,0.5503491328434068,High,1328
POR-1980,9mobile,Ebonyi,Port Harcourt,4G,96.05,313.48,10,48.10524691358024,Medium Risk,0.5503436603935818,High,1329
ABE-3856,9mobile,Kaduna,Abeokuta,4G,98.01,28.66,1,6.633796296296289,Low Risk,0.55033824270352,High,1330
ABE-2323,Airtel,Kaduna,Abeokuta,4G,98.23,25.49,0,5.900231481481476,Low Risk,0.550310647169953,High,1331
ABU-1925,MTN,Jigawa,Abuja,3G,88.76,161.86,0,70.01712962962962,High Risk,0.5503022336586085,High,1332
ILO-2789,9mobile,Akwa Ibom,Ilorin,2G,85.88,266.11,9,52.44988425925927,Medium Risk,0.5503021435740676,High,1333
POR-4177,Airtel,Nasarawa,Port Harcourt,4G,98.94,176.54,8,36.25810185185184,Medium Risk,0.5502987376921601,High,1334
ILO-9055,Airtel,Jigawa,Ilorin,3G,95.44,211.39,8,45.541550925925925,Medium Risk,0.5502979703783207,High,1335
KAD-5419,9mobile,Lagos,Kaduna,4G,97.96,172.23,10,37.48368055555556,Medium Risk,0.5502959035529437,High,1336
IBA-6169,MTN,Katsina,Ibadan,4G,93.43,181.87,10,54.37488425925925,Medium Risk,0.5502854092752945,High,1337
ENU-6757,Glo,Adamawa,Enugu,3G,94.34,305.13,14,47.945659722222224,Medium Risk,0.550274355786738,High,1338
ABU-4904,9mobile,Akwa Ibom,Abuja,4G,97.34,38.3,1,8.866203703703698,Low Risk,0.5502720450312711,High,1339
KAN-8669,Glo,Jigawa,Kano,3G,98.7,52.269999999999996,4,6.049884259259256,Low Risk,0.5502452959244031,High,1340
ABA-5196,Glo,Jigawa,Aba,4G,91.79,215.70999999999998,6,66.69155092592591,High Risk,0.550242363349758,High,1341
ABU-9009,9mobile,Kaduna,Abuja,4G,88.71,162.58,2,72.43379629629631,High Risk,0.550238055246494,High,1342
ABU-8418,MTN,Ondo,Abuja,5G,90.83,132.05,0,76.36689814814815,Critical Risk,0.5502316493184857,High,1343
POR-2446,Glo,Ondo,Port Harcourt,3G,99.41,8.5,0,1.9671296296296354,Low Risk,0.5502232340217414,High,1344
POR-5506,Airtel,Jigawa,Port Harcourt,2G,88.34,167.9,0,82.96620370370368,Critical Risk,0.5502225229788801,High,1345
IBA-6326,9mobile,Jigawa,Ibadan,4G,92.08,114.05,2,66.25023148148148,High Risk,0.5502150357114545,High,1346
ABU-3951,Glo,Akwa Ibom,Abuja,4G,96.64,48.38,2,11.199537037037038,Low Risk,0.5502138998763811,High,1347
KAN-5713,Glo,Ondo,Kano,4G,96.72,253.14999999999998,4,46.799884259259244,Medium Risk,0.5502030968563454,High,1348
ABU-3882,9mobile,Kaduna,Abuja,4G,85.58,227.95000000000002,2,47.38321759259258,Medium Risk,0.5502005620389276,High,1349
ABU-2033,MTN,Ondo,Abuja,3G,95.54,64.22,0,14.866203703703693,Low Risk,0.5501868852670143,High,1350
IBA-7433,Glo,Kwara,Ibadan,4G,92.85,426.52,11,56.97060185185185,Medium Risk,0.5501858421867508,High,1351
ABU-4741,Airtel,Kaduna,Abuja,3G,95.37,126.57,5,14.649652777777773,Low Risk,0.5501848740348371,High,1352
ABA-9733,Glo,Katsina,Aba,2G,94.69,251.84999999999997,10,69.92465277777778,High Risk,0.5501737796220457,High,1353
CAL-4687,9mobile,Jigawa,Calabar,4G,93.16,153.22,5,39.45856481481481,Medium Risk,0.550169938207811,High,1354
LAG-5025,MTN,Ondo,Lagos,4G,86.19,198.86,0,75.63287037037037,Critical Risk,0.5501697884957379,High,1355
LAG-6681,Airtel,Kaduna,Lagos,3G,97.18,49.39,5,5.71655092592593,Low Risk,0.5501598565447402,High,1356
ABU-2719,9mobile,Benue,Abuja,2G,94.71,122.12,10,29.658796296296313,Medium Risk,0.5501501552528993,High,1357
JOS-8140,Glo,Ondo,Jos,4G,99.99,0.14,0,0.03287037037037964,Low Risk,0.5501207328069931,High,1358
KAN-1970,9mobile,Akwa Ibom,Kano,4G,93.36,308.3,9,51.13873456790121,Medium Risk,0.5501194388341637,High,1359
ABE-3253,MTN,Jigawa,Abeokuta,4G,88.32,168.19,1,74.48310185185186,Critical Risk,0.5501154545742982,High,1360
ABE-7225,Glo,Akwa Ibom,Abeokuta,4G,97.13,41.33,0,9.566898148148157,Low Risk,0.550114963610606,High,1361
JOS-1266,Airtel,Ondo,Jos,3G,98.97,162.29000000000002,6,36.20844907407406,Medium Risk,0.5501039924218873,High,1362
BEN-5239,9mobile,Borno,Benin City,4G,95.25,479.09000000000003,16,43.740046296296285,Medium Risk,0.5501004814785548,High,1363
ABE-9055,Airtel,Abia,Abeokuta,4G,90.2,267.12,10,45.57777777777778,Medium Risk,0.5500975616396885,High,1364
ABE-9936,Airtel,Kaduna,Abeokuta,2G,88.1,291.17,8,69.92511574074074,High Risk,0.5500832216133648,High,1365
KAN-5284,9mobile,Kaduna,Kano,3G,94.67,292.6,9,45.69413580246913,Medium Risk,0.5500785422608979,High,1366
ABU-8451,9mobile,Akwa Ibom,Abuja,3G,92.96,142.13,6,39.72511574074075,Medium Risk,0.5500736546497392,High,1367
CAL-1375,9mobile,Jigawa,Calabar,2G,95.35,133.2,5,15.416666666666668,Low Risk,0.5500606684593333,High,1368
ABE-5684,Glo,Ondo,Abeokuta,4G,85.38,210.53,3,89.08356481481482,Critical Risk,0.5500557064793105,High,1369
ABU-5123,Airtel,Borno,Abuja,4G,93.8,158.69,9,24.327854938271603,Medium Risk,0.5500479858865989,High,1370
POR-2114,MTN,Ondo,Port Harcourt,4G,99.3,10.08,0,2.333333333333338,Low Risk,0.5500475255878295,High,1371
JOS-7849,Glo,Jigawa,Jos,4G,89.74,147.74,0,74.59953703703704,Critical Risk,0.5500442280705832,High,1372
IBA-6992,9mobile,Abia,Ibadan,4G,96.3,195.55,9,37.73321759259258,Medium Risk,0.5500405818854379,High,1373
POR-2978,MTN,Ondo,Port Harcourt,4G,99.37,9.07,0,2.0997685185185113,Low Risk,0.5500096754474874,High,1374
POR-1551,9mobile,Nasarawa,Port Harcourt,4G,97.15,273.88,8,31.499691358024673,Medium Risk,0.5500029753066107,High,1375
IBA-4035,9mobile,Adamawa,Ibadan,4G,96.96,191.38,8,38.7502314814815,Medium Risk,0.5499915719485238,High,1376
ABU-2920,Airtel,Ondo,Abuja,4G,87.41,181.3,2,89.86712962962964,Critical Risk,0.5499892685746216,High,1377
CAL-2307,9mobile,Jigawa,Calabar,5G,99.55,6.48,0,1.5000000000000033,Low Risk,0.5499874429779791,High,1378
KAN-4846,9mobile,Akwa Ibom,Kano,3G,85.38,234.72,8,51.69166666666667,Medium Risk,0.5499829205767546,High,1379
ABE-8201,9mobile,Kaduna,Abeokuta,4G,91.03,172.07999999999998,4,40.54166666666666,Medium Risk,0.5499737031234636,High,1380
ABU-7790,Airtel,Ondo,Abuja,4G,88.95,159.12,3,71.58333333333333,High Risk,0.5499614884260419,High,1381
IBA-9939,9mobile,Akwa Ibom,Ibadan,4G,88.26,310.32,9,77.01666666666668,Critical Risk,0.5499311627758323,High,1382
ABE-5664,9mobile,Jigawa,Abeokuta,4G,94.45,79.92,2,55.599999999999994,Medium Risk,0.5499216964068258,High,1383
ABE-8461,9mobile,Kaduna,Abeokuta,4G,98.79,17.42,1,4.032870370370359,Low Risk,0.549915589766696,High,1384
BEN-5568,9mobile,Jigawa,Benin City,4G,94.05,242.06,9,76.6664351851852,Critical Risk,0.5499077829836349,High,1385
POR-5732,Glo,Jigawa,Port Harcourt,4G,93.63,91.73,3,54.18356481481482,Medium Risk,0.5498907742606983,High,1386
ABE-9405,Glo,Akwa Ibom,Abeokuta,3G,97.38,230.82999999999998,6,47.86655092592592,Medium Risk,0.5498801061171658,High,1387
LAG-5312,Glo,Kaduna,Lagos,4G,98.3,175.54,3,36.29189814814814,Medium Risk,0.5498734433653635,High,1388
ABE-6406,Glo,Jigawa,Abeokuta,4G,88.48,165.89,3,86.30023148148148,Critical Risk,0.5498678389806431,High,1389
POR-3844,Glo,Jigawa,Port Harcourt,4G,97.04,42.62,5,9.866203703703693,Low Risk,0.5498621577493076,High,1390
IBA-1592,Glo,Kaduna,Ibadan,4G,96.14,200.59,5,31.927700617283943,Medium Risk,0.5498574408779633,High,1391
ABE-1982,9mobile,Kaduna,Abeokuta,4G,86.78,190.37,1,74.81689814814814,Critical Risk,0.5498546492247941,High,1392
ABU-5027,Glo,Cross River,Abuja,4G,96.63,411.12,13,43.341666666666676,Medium Risk,0.5498535264012433,High,1393
JOS-1857,9mobile,Gombe,Jos,4G,94.94,235.0,10,40.066358024691354,Medium Risk,0.5498322201586341,High,1394
ABU-5813,Airtel,Kwara,Abuja,4G,85.47,245.66,4,43.90810185185185,Medium Risk,0.5498255441171529,High,1395
ABU-3793,Airtel,Akwa Ibom,Abuja,3G,94.16,140.69,7,38.98344907407408,Medium Risk,0.5498226914966322,High,1396
LAG-7986,9mobile,Jigawa,Lagos,3G,98.32,86.4,3,10.0,Low Risk,0.5498163340791545,High,1397
ABE-3069,MTN,Jigawa,Abeokuta,4G,85.38,210.53,1,91.48356481481483,Critical Risk,0.5498070845522783,High,1398
JOS-8976,Airtel,Abia,Jos,4G,97.15,59.62,10,6.90023148148147,Low Risk,0.5498044783414262,High,1399
ABE-2959,Airtel,Kaduna,Abeokuta,4G,99.17,11.95,0,2.7664351851851827,Low Risk,0.5498009217900921,High,1400
WAR-1013,9mobile,Jigawa,Warri,3G,95.69,242.20000000000002,10,31.738580246913585,Medium Risk,0.5497994842344278,High,1401
ABE-4116,MTN,Jigawa,Abeokuta,4G,98.46,22.18,2,5.133796296296308,Low Risk,0.5497904897701199,High,1402
ABE-5566,Airtel,Kaduna,Abeokuta,4G,99.19,11.66,0,2.6995370370370413,Low Risk,0.5497901975636265,High,1403
BEN-6137,Glo,Kaduna,Benin City,4G,93.34,122.4,7,28.316666666666666,Medium Risk,0.5497859126743431,High,1404
IBA-1908,MTN,Ondo,Ibadan,4G,96.47,50.83,1,11.766435185185188,Low Risk,0.5497838455014814,High,1405
ABE-7788,Airtel,Ondo,Abeokuta,4G,96.97,325.43,7,48.12739197530866,Medium Risk,0.5497779287659063,High,1406
POR-3755,Airtel,Ondo,Port Harcourt,4G,87.54,179.42,1,76.33287037037036,Critical Risk,0.5497460625938009,High,1407
ABA-5668,Airtel,Jigawa,Aba,4G,96.94,44.06,1,10.199537037037041,Low Risk,0.5497421386779959,High,1408
IBA-1109,Airtel,Delta,Ibadan,4G,97.99,144.28,9,34.57453703703705,Medium Risk,0.549731583478778,High,1409
POR-2624,Glo,Kaduna,Port Harcourt,4G,96.23,54.29,2,12.566898148148143,Low Risk,0.5497314499146234,High,1410
JOS-7136,9mobile,Cross River,Jos,3G,92.51,318.96,15,48.72777777777776,Medium Risk,0.5497233116508218,High,1411
CAL-1968,MTN,Akwa Ibom,Calabar,3G,96.09,269.13,10,44.97465277777778,Medium Risk,0.5497232181760011,High,1412
ABU-3654,MTN,Ondo,Abuja,4G,88.29,168.62,2,72.43287037037037,High Risk,0.5497116240507043,High,1413
IBA-1369,Airtel,Jigawa,Ibadan,3G,99.53,6.77,0,1.566898148148145,Low Risk,0.5497098621971263,High,1414
ABU-4817,9mobile,Kwara,Abuja,4G,97.3,115.34,4,28.149768518518513,Medium Risk,0.5497023439968992,High,1415
ABU-8429,Glo,Ondo,Abuja,4G,86.95,187.92,5,81.35,Critical Risk,0.5496975647144372,High,1416
KAN-8512,Airtel,Kwara,Kano,4G,86.56,272.15999999999997,9,64.54999999999997,High Risk,0.5496851610200273,High,1417
ABE-8210,Glo,Ondo,Abeokuta,4G,86.3,197.28,3,85.56666666666666,Critical Risk,0.5496756217898321,High,1418
ABU-2565,Airtel,Ekiti,Abuja,3G,94.05,142.70000000000002,10,33.59143518518518,Medium Risk,0.5496754976500888,High,1419
ABE-9183,9mobile,Kaduna,Abeokuta,3G,93.22,252.43,8,67.36655092592592,High Risk,0.5496720198972669,High,1420
POR-1482,MTN,Enugu,Port Harcourt,4G,97.75,217.01,11,30.627854938271593,Medium Risk,0.5496657134794006,High,1421
ILO-5259,9mobile,Ebonyi,Ilorin,4G,94.56,402.48,13,69.13888888888889,High Risk,0.5496650917784626,High,1422
KAN-3002,9mobile,Anambra,Kano,4G,96.19,286.40999999999997,11,45.33310185185184,Medium Risk,0.5496603332412228,High,1423
ABU-2247,9mobile,Kaduna,Abuja,3G,86.57,299.37,7,72.2996527777778,High Risk,0.5496591056165409,High,1424
LAG-5638,9mobile,Benue,Lagos,4G,98.91,123.84,10,34.78333333333335,Medium Risk,0.5496545307963319,High,1425
LAG-8596,Glo,Ondo,Lagos,4G,90.23,140.69,2,67.61689814814814,High Risk,0.5496408444498964,High,1426
KAN-8469,Airtel,Jigawa,Kano,4G,99.18,11.81,0,2.733564814814803,Low Risk,0.5496342875391117,High,1427
IBA-4137,Glo,Anambra,Ibadan,2G,97.6,240.19,8,43.549884259259265,Medium Risk,0.5496329083273924,High,1428
LAG-7369,9mobile,Ekiti,Lagos,4G,97.3,95.03999999999999,8,11.000000000000018,Low Risk,0.5496242217502939,High,1429
BEN-8799,9mobile,Jigawa,Benin City,3G,97.79,102.09,7,11.816319444444423,Low Risk,0.5496235371497066,High,1430
POR-4698,Airtel,Jigawa,Port Harcourt,4G,91.87,117.07,2,56.649768518518506,Medium Risk,0.5496056897495868,High,1431
POR-5363,Airtel,Kebbi,Port Harcourt,4G,98.94,154.64999999999998,9,39.39965277777778,Medium Risk,0.5495905623787682,High,1432
ABA-8212,Glo,Kaduna,Aba,4G,94.32,184.61,7,58.9917824074074,Medium Risk,0.5495824751954772,High,1433
IBA-4745,9mobile,Jigawa,Ibadan,4G,90.1,142.56,2,79.35000000000001,Critical Risk,0.5495712150730441,High,1434
BEN-7413,9mobile,Akwa Ibom,Benin City,4G,96.99,209.8,9,41.90787037037037,Medium Risk,0.549554639578738,High,1435
IBA-1876,Airtel,Benue,Ibadan,4G,96.14,90.0,10,10.416666666666668,Low Risk,0.5495537544906047,High,1436
POR-4937,9mobile,Kwara,Port Harcourt,3G,90.47,167.47,7,43.75821759259259,Medium Risk,0.5495513602792418,High,1437
WAR-4503,9mobile,FCT,Warri,4G,97.95,95.75999999999999,13,7.38888888888887,Low Risk,0.5495174817379317,High,1438
POR-3734,9mobile,Akwa Ibom,Port Harcourt,3G,97.65,100.8,6,11.666666666666666,Low Risk,0.5495056298976602,High,1439
IBA-6773,9mobile,Kaduna,Ibadan,5G,91.16,127.3,0,61.06712962962963,High Risk,0.5494957043663686,High,1440
