row_id,tower_id,obs_date,operator,city,state,uptime_percentage,downtime_minutes,outage_count,outage_reason,network_type,avg_users_affected,outage_severity,reliability_status,high_risk_flag,downtime_hours,observation_month,day_of_week
70502,KAD-3111,2025-09-27,MTN,Kaduna,Ekiti,90.88,131.33,1,power_failure,3G,297,High,Fair,1,2.19,Sep,Saturday
24604,ABA-2786,2025-09-02,Glo,Aba,Ogun,89.85,146.16,2,equipment_fault,3G,323,High,Poor,1,2.44,Sep,Tuesday
24605,BEN-9778,2025-09-18,9mobile,Benin City,Lagos,86.66,192.10,4,maintenance,3G,460,High,Poor,1,3.20,Sep,Thursday
24606,KAD-7612,2025-10-01,Airtel,Kaduna,Benue,88.17,170.35,3,power_failure,4G,167,High,Poor,1,2.84,Oct,Wednesday
24608,KAN-1406,2025-09-05,Airtel,Kano,Enugu,91.02,129.31,5,maintenance,2G,122,High,Fair,1,2.16,Sep,Friday
24609,KAN-7023,2025-09-01,Airtel,Kano,Osun,93.72,90.43,5,fiber_cut,4G,425,High,Fair,1,1.51,Sep,Monday
24610,ABA-2828,2025-09-26,Glo,Aba,Abia,91.24,126.14,2,power_failure,3G,80,High,Fair,1,2.10,Sep,Friday
24612,WAR-3419,2025-09-10,9mobile,Warri,Yobe,87.74,176.54,3,power_failure,4G,421,High,Poor,1,2.94,Sep,Wednesday
24613,IBA-7737,2025-09-08,MTN,Ibadan,Cross River,93.31,96.34,1,equipment_fault,5G,75,Medium,Fair,0,1.61,Sep,Monday
24615,ABE-9336,2025-09-09,Airtel,Abeokuta,Gombe,87.83,175.25,2,equipment_fault,3G,356,High,Poor,1,2.92,Sep,Tuesday
24616,WAR-1784,2025-09-16,9mobile,Warri,Anambra,90.88,131.33,1,power_failure,4G,250,High,Fair,1,2.19,Sep,Tuesday
24618,CAL-8129,2025-09-30,MTN,Calabar,Adamawa,85.47,209.23,3,maintenance,4G,416,High,Poor,1,3.49,Sep,Tuesday
24621,ABE-6222,2025-09-26,Airtel,Abeokuta,Plateau,85.56,207.94,2,power_failure,4G,92,High,Poor,1,3.47,Sep,Friday
24622,KAD-1338,2025-09-05,MTN,Kaduna,Kaduna,85.65,206.64,4,equipment_fault,4G,225,High,Poor,1,3.44,Sep,Friday
24626,POR-3176,2025-09-28,Airtel,Port Harcourt,Kwara,93.46,94.18,1,power_failure,5G,380,Medium,Fair,0,1.57,Sep,Sunday
24627,KAD-9677,2025-09-17,9mobile,Kaduna,Adamawa,94.26,82.66,0,maintenance,4G,225,Medium,Fair,0,1.38,Sep,Wednesday
24628,ONI-2445,2025-09-26,Airtel,Onitsha,Akwa Ibom,87.05,186.48,2,equipment_fault,3G,122,High,Poor,1,3.11,Sep,Friday
24629,JOS-3887,2025-09-07,MTN,Jos,Bauchi,85.95,202.32,3,weather,2G,465,High,Poor,1,3.37,Sep,Sunday
24631,ILO-1231,2025-09-04,Glo,Ilorin,Kano,88.41,166.90,3,power_failure,4G,287,High,Poor,1,2.78,Sep,Thursday
24633,ABU-6771,2025-09-13,9mobile,Abuja,Yobe,86.74,190.94,4,power_failure,4G,499,High,Poor,1,3.18,Sep,Saturday
24635,ABE-4050,2025-10-01,Glo,Abeokuta,Enugu,89.16,156.10,1,weather,3G,267,High,Poor,1,2.60,Oct,Wednesday
56535,ENU-9375,2025-09-09,Glo,Enugu,Anambra,92.40,109.44,1,maintenance,4G,372,Medium,Fair,0,1.82,Sep,Tuesday
34285,ABA-1779,2025-09-19,MTN,Aba,Plateau,87.87,174.67,4,equipment_fault,4G,437,High,Poor,1,2.91,Sep,Friday
34286,ONI-6309,2025-09-10,9mobile,Onitsha,Delta,87.54,179.42,0,power_failure,4G,345,High,Poor,1,2.99,Sep,Wednesday
34287,ILO-1950,2025-09-01,MTN,Ilorin,Ekiti,88.87,160.27,2,equipment_fault,4G,464,High,Poor,1,2.67,Sep,Monday
34288,CAL-5728,2025-09-08,9mobile,Calabar,Oyo,88.61,164.02,2,maintenance,4G,317,High,Poor,1,2.73,Sep,Monday
34289,KAD-1123,2025-09-04,Glo,Kaduna,Bauchi,93.04,100.22,1,equipment_fault,4G,198,Medium,Fair,0,1.67,Sep,Thursday
34290,BEN-6549,2025-09-10,9mobile,Benin City,Osun,86.06,200.74,5,power_failure,5G,132,High,Poor,1,3.35,Sep,Wednesday
34291,ENU-8901,2025-09-17,Airtel,Enugu,Cross River,89.64,149.18,4,fiber_cut,4G,443,High,Poor,1,2.49,Sep,Wednesday
34294,LAG-8745,2025-09-01,9mobile,Lagos,Oyo,91.61,120.82,5,power_failure,4G,250,High,Fair,1,2.01,Sep,Monday
34296,ABA-5576,2025-09-06,9mobile,Aba,Ondo,89.04,157.82,3,power_failure,4G,295,High,Poor,1,2.63,Sep,Saturday
49307,KAN-8836,2025-09-27,9mobile,Kano,Enugu,89.06,157.54,3,equipment_fault,4G,310,High,Poor,1,2.63,Sep,Saturday
49308,ILO-9586,2025-09-19,Glo,Ilorin,Kwara,91.00,129.60,4,maintenance,4G,379,High,Fair,1,2.16,Sep,Friday
5162,ONI-2671,2025-09-05,9mobile,Onitsha,Taraba,85.71,205.78,2,power_failure,3G,224,High,Poor,1,3.43,Sep,Friday
5163,ENU-7890,2025-09-13,MTN,Enugu,Katsina,93.30,96.48,3,power_failure,4G,278,Medium,Fair,0,1.61,Sep,Saturday
5164,WAR-1464,2025-09-09,Glo,Warri,Kaduna,91.12,127.87,1,power_failure,3G,483,High,Fair,1,2.13,Sep,Tuesday
5165,KAN-6729,2025-09-30,Airtel,Kano,Lagos,91.58,121.25,4,power_failure,4G,152,High,Fair,1,2.02,Sep,Tuesday
5167,IBA-8261,2025-09-18,MTN,Ibadan,Rivers,90.74,133.34,0,maintenance,4G,181,High,Fair,1,2.22,Sep,Thursday
5168,ILO-9304,2025-09-20,Airtel,Ilorin,Kebbi,85.06,215.14,3,equipment_fault,3G,148,High,Poor,1,3.59,Sep,Saturday
5170,KAN-7953,2025-09-08,9mobile,Kano,Cross River,85.22,212.83,1,maintenance,4G,203,High,Poor,1,3.55,Sep,Monday
5171,IBA-2631,2025-09-09,9mobile,Ibadan,Kogi,91.33,124.85,4,equipment_fault,4G,262,High,Fair,1,2.08,Sep,Tuesday
5172,IBA-7703,2025-09-06,9mobile,Ibadan,Katsina,91.61,120.82,0,power_failure,2G,420,High,Fair,1,2.01,Sep,Saturday
5174,KAD-9419,2025-09-19,MTN,Kaduna,Katsina,94.95,72.72,0,weather,4G,188,Medium,Fair,0,1.21,Sep,Friday
5175,ABA-3171,2025-09-27,Airtel,Aba,Rivers,92.89,102.38,0,power_failure,4G,193,Medium,Fair,0,1.71,Sep,Saturday
5176,KAD-4751,2025-09-23,9mobile,Kaduna,Ebonyi,93.23,97.49,1,maintenance,4G,292,Medium,Fair,0,1.62,Sep,Tuesday
5177,WAR-3480,2025-09-15,Airtel,Warri,Nasarawa,88.28,168.77,3,power_failure,4G,329,High,Poor,1,2.81,Sep,Monday
5180,BEN-6350,2025-09-24,Airtel,Benin City,Nasarawa,94.69,76.46,0,power_failure,4G,129,Medium,Fair,0,1.27,Sep,Wednesday
5182,ABA-1755,2025-09-17,Airtel,Aba,Osun,91.36,124.42,3,power_failure,4G,398,High,Fair,1,2.07,Sep,Wednesday
12014,KAN-6748,2025-09-23,MTN,Kano,Ogun,90.02,143.71,5,maintenance,5G,206,High,Fair,1,2.40,Sep,Tuesday
24636,ONI-5979,2025-09-07,MTN,Onitsha,Benue,88.90,159.84,3,equipment_fault,4G,176,High,Poor,1,2.66,Sep,Sunday
24637,ENU-8187,2025-09-09,Airtel,Enugu,Borno,93.71,90.58,1,fiber_cut,4G,378,Medium,Fair,0,1.51,Sep,Tuesday
24638,CAL-9919,2025-09-24,Glo,Calabar,Kogi,85.93,202.61,3,fiber_cut,4G,221,High,Poor,1,3.38,Sep,Wednesday
34298,BEN-3143,2025-09-26,9mobile,Benin City,Enugu,91.20,126.72,0,maintenance,4G,142,High,Fair,1,2.11,Sep,Friday
34300,CAL-3528,2025-09-11,Airtel,Calabar,FCT,94.53,78.77,4,maintenance,4G,73,High,Fair,1,1.31,Sep,Thursday
34301,IBA-1719,2025-09-17,Airtel,Ibadan,Niger,94.40,80.64,3,fiber_cut,3G,363,Medium,Fair,0,1.34,Sep,Wednesday
34304,CAL-9902,2025-09-28,Glo,Calabar,Gombe,89.86,146.02,5,maintenance,4G,277,High,Poor,1,2.43,Sep,Sunday
34305,POR-3140,2025-09-16,Glo,Port Harcourt,Kwara,88.83,160.85,5,power_failure,3G,185,High,Poor,1,2.68,Sep,Tuesday
34308,CAL-7383,2025-09-10,9mobile,Calabar,Taraba,94.44,80.06,4,equipment_fault,4G,231,High,Fair,1,1.33,Sep,Wednesday
34309,JOS-9581,2025-09-27,Airtel,Jos,Plateau,88.21,169.78,3,equipment_fault,4G,328,High,Poor,1,2.83,Sep,Saturday
80476,ENU-9342,2025-09-16,9mobile,Enugu,Ebonyi,89.37,153.07,4,power_failure,3G,120,High,Poor,1,2.55,Sep,Tuesday
80478,IBA-7106,2025-09-21,MTN,Ibadan,Katsina,86.75,190.80,0,equipment_fault,4G,454,High,Poor,1,3.18,Sep,Sunday
80480,CAL-2272,2025-09-18,Airtel,Calabar,Kwara,93.31,96.34,4,equipment_fault,4G,206,High,Fair,1,1.61,Sep,Thursday
14140,ONI-4883,2025-09-10,MTN,Onitsha,Plateau,89.11,156.82,1,maintenance,4G,339,High,Poor,1,2.61,Sep,Wednesday
14141,JOS-6245,2025-09-06,9mobile,Jos,Anambra,94.30,82.08,4,power_failure,3G,290,High,Fair,1,1.37,Sep,Saturday
14144,LAG-1910,2025-09-24,9mobile,Lagos,Cross River,85.18,213.41,5,power_failure,4G,249,High,Poor,1,3.56,Sep,Wednesday
14147,JOS-4684,2025-09-10,9mobile,Jos,Ondo,87.43,181.01,5,fiber_cut,3G,498,High,Poor,1,3.02,Sep,Wednesday
24640,ONI-5552,2025-09-15,Airtel,Onitsha,Delta,94.96,72.58,5,power_failure,3G,144,High,Fair,1,1.21,Sep,Monday
57035,ABA-4855,2025-09-28,Glo,Aba,Oyo,87.50,180.00,0,power_failure,3G,182,High,Poor,1,3.00,Sep,Sunday
70504,ENU-8172,2025-09-06,Glo,Enugu,Kaduna,92.92,101.95,5,weather,4G,411,High,Fair,1,1.70,Sep,Saturday
70508,WAR-3696,2025-09-29,MTN,Warri,Bauchi,94.75,75.60,1,power_failure,4G,460,Medium,Fair,0,1.26,Sep,Monday
70510,ILO-9177,2025-09-18,MTN,Ilorin,Delta,88.64,163.58,4,power_failure,4G,355,High,Poor,1,2.73,Sep,Thursday
70512,KAN-7623,2025-09-04,MTN,Kano,Ekiti,89.07,157.39,4,power_failure,5G,206,High,Poor,1,2.62,Sep,Thursday
70513,IBA-6119,2025-09-20,MTN,Ibadan,Delta,92.87,102.67,0,power_failure,4G,296,Medium,Fair,0,1.71,Sep,Saturday
70514,ONI-7054,2025-09-10,9mobile,Onitsha,Yobe,87.34,182.30,2,power_failure,4G,409,High,Poor,1,3.04,Sep,Wednesday
70516,ILO-4555,2025-09-05,Glo,Ilorin,Kogi,92.97,101.23,5,power_failure,4G,178,High,Fair,1,1.69,Sep,Friday
70517,IBA-2351,2025-09-29,9mobile,Ibadan,Kano,92.14,113.18,4,power_failure,4G,158,High,Fair,1,1.89,Sep,Monday
70518,ABU-9083,2025-09-12,Glo,Abuja,Adamawa,92.03,114.77,0,power_failure,4G,500,Medium,Fair,0,1.91,Sep,Friday
70520,LAG-5072,2025-09-18,Airtel,Lagos,Niger,85.61,207.22,2,maintenance,3G,308,High,Poor,1,3.45,Sep,Thursday
70521,ABA-2550,2025-09-06,Glo,Aba,Kwara,87.93,173.81,3,maintenance,4G,73,High,Poor,1,2.90,Sep,Saturday
70522,CAL-2784,2025-09-06,Glo,Calabar,Kogi,85.40,210.24,3,power_failure,3G,103,High,Poor,1,3.50,Sep,Saturday
70523,ENU-3211,2025-09-06,9mobile,Enugu,Katsina,90.16,141.70,1,equipment_fault,4G,480,High,Fair,1,2.36,Sep,Saturday
70525,ABA-7300,2025-09-13,MTN,Aba,Ogun,89.63,149.33,4,equipment_fault,2G,229,High,Poor,1,2.49,Sep,Saturday
70526,WAR-7632,2025-09-27,Glo,Warri,Ondo,87.66,177.70,5,maintenance,3G,257,High,Poor,1,2.96,Sep,Saturday
14151,KAN-4285,2025-09-20,MTN,Kano,Bayelsa,86.49,194.54,2,maintenance,4G,189,High,Poor,1,3.24,Sep,Saturday
14152,KAN-3893,2025-09-22,Glo,Kano,Sokoto,87.43,181.01,3,weather,4G,408,High,Poor,1,3.02,Sep,Monday
14153,ABA-1481,2025-09-29,9mobile,Aba,Ondo,86.49,194.54,3,power_failure,4G,413,High,Poor,1,3.24,Sep,Monday
14154,POR-2650,2025-09-09,Glo,Port Harcourt,Kano,92.64,105.98,2,fiber_cut,4G,243,Medium,Fair,0,1.77,Sep,Tuesday
14155,ABU-8859,2025-09-06,Airtel,Abuja,Yobe,92.92,101.95,5,fiber_cut,5G,377,High,Fair,1,1.70,Sep,Saturday
14156,ABE-5853,2025-09-30,Glo,Abeokuta,Yobe,85.98,201.89,0,power_failure,4G,349,High,Poor,1,3.36,Sep,Tuesday
14157,ABU-9462,2025-09-30,9mobile,Abuja,Anambra,87.35,182.16,1,equipment_fault,3G,260,High,Poor,1,3.04,Sep,Tuesday
14158,IBA-2887,2025-09-18,Airtel,Ibadan,Plateau,93.72,90.43,5,power_failure,4G,499,High,Fair,1,1.51,Sep,Thursday
14160,ILO-8038,2025-09-10,Airtel,Ilorin,Edo,91.99,115.34,4,power_failure,4G,348,High,Fair,1,1.92,Sep,Wednesday
59094,ONI-3444,2025-09-29,9mobile,Onitsha,Benue,94.24,82.94,3,power_failure,5G,413,Medium,Fair,0,1.38,Sep,Monday
59096,ABA-5182,2025-09-22,Airtel,Aba,Osun,87.65,177.84,0,equipment_fault,3G,326,High,Poor,1,2.96,Sep,Monday
59099,BEN-4096,2025-09-26,9mobile,Benin City,Edo,85.46,209.38,2,weather,4G,418,High,Poor,1,3.49,Sep,Friday
59100,JOS-3824,2025-09-28,Glo,Jos,Enugu,89.28,154.37,5,power_failure,4G,347,High,Poor,1,2.57,Sep,Sunday
59101,KAD-4863,2025-09-09,Airtel,Kaduna,Gombe,90.10,142.56,4,maintenance,3G,359,High,Fair,1,2.38,Sep,Tuesday
59102,BEN-1052,2025-09-11,MTN,Benin City,Ogun,91.49,122.54,0,power_failure,4G,358,High,Fair,1,2.04,Sep,Thursday
80482,ENU-4175,2025-09-10,Glo,Enugu,Oyo,87.44,180.86,1,power_failure,4G,169,High,Poor,1,3.01,Sep,Wednesday
80485,KAN-6087,2025-09-11,9mobile,Kano,Ekiti,92.63,106.13,1,power_failure,4G,214,Medium,Fair,0,1.77,Sep,Thursday
80486,KAD-6510,2025-09-26,9mobile,Kaduna,Imo,87.24,183.74,2,power_failure,4G,149,High,Poor,1,3.06,Sep,Friday
80487,ILO-1906,2025-09-18,MTN,Ilorin,Gombe,88.58,164.45,0,power_failure,3G,179,High,Poor,1,2.74,Sep,Thursday
80490,BEN-5231,2025-09-25,Airtel,Benin City,Bayelsa,92.48,108.29,3,equipment_fault,4G,218,Medium,Fair,0,1.80,Sep,Thursday
80491,KAN-5356,2025-09-04,Airtel,Kano,Kebbi,92.52,107.71,3,power_failure,3G,285,Medium,Fair,0,1.80,Sep,Thursday
80492,JOS-4362,2025-10-01,9mobile,Jos,Akwa Ibom,93.98,86.69,3,power_failure,3G,395,Medium,Fair,0,1.44,Oct,Wednesday
70527,ENU-1381,2025-09-04,MTN,Enugu,Jigawa,87.50,180.00,4,power_failure,4G,443,High,Poor,1,3.00,Sep,Thursday
70529,ONI-3385,2025-09-23,9mobile,Onitsha,Osun,89.42,152.35,5,equipment_fault,4G,460,High,Poor,1,2.54,Sep,Tuesday
24641,LAG-7678,2025-09-12,9mobile,Lagos,Nasarawa,92.68,105.41,0,power_failure,4G,382,Medium,Fair,0,1.76,Sep,Friday
24642,ENU-5140,2025-09-21,9mobile,Enugu,Sokoto,90.33,139.25,2,maintenance,3G,287,High,Fair,1,2.32,Sep,Sunday
24643,WAR-9960,2025-09-16,9mobile,Warri,Borno,87.36,182.02,5,power_failure,5G,499,High,Poor,1,3.03,Sep,Tuesday
5183,LAG-3209,2025-09-11,9mobile,Lagos,Ekiti,87.58,178.85,4,maintenance,4G,423,High,Poor,1,2.98,Sep,Thursday
5184,KAD-1526,2025-09-25,Airtel,Kaduna,Niger,86.34,196.70,4,fiber_cut,4G,371,High,Poor,1,3.28,Sep,Thursday
5187,CAL-4412,2025-09-15,9mobile,Calabar,FCT,88.99,158.54,3,weather,5G,142,High,Poor,1,2.64,Sep,Monday
5188,KAN-9347,2025-09-22,Airtel,Kano,Kogi,93.42,94.75,1,equipment_fault,4G,166,Medium,Fair,0,1.58,Sep,Monday
5189,IBA-6954,2025-09-19,MTN,Ibadan,Borno,94.19,83.66,2,fiber_cut,2G,184,Medium,Fair,0,1.39,Sep,Friday
49309,ENU-2659,2025-09-14,Glo,Enugu,FCT,87.44,180.86,0,equipment_fault,4G,230,High,Poor,1,3.01,Sep,Sunday
49310,ONI-3498,2025-09-12,9mobile,Onitsha,Sokoto,87.34,182.30,4,equipment_fault,4G,314,High,Poor,1,3.04,Sep,Friday
49312,KAD-2720,2025-09-05,MTN,Kaduna,Jigawa,86.58,193.25,0,weather,4G,283,High,Poor,1,3.22,Sep,Friday
49313,ABE-3335,2025-09-16,MTN,Abeokuta,Bauchi,88.97,158.83,5,power_failure,4G,186,High,Poor,1,2.65,Sep,Tuesday
49316,ILO-4137,2025-09-28,9mobile,Ilorin,Osun,87.32,182.59,0,equipment_fault,5G,350,High,Poor,1,3.04,Sep,Sunday
49318,JOS-2369,2025-09-09,Glo,Jos,Yobe,93.78,89.57,5,power_failure,4G,72,High,Fair,1,1.49,Sep,Tuesday
49319,ABE-9497,2025-09-18,MTN,Abeokuta,Adamawa,87.40,181.44,0,weather,4G,453,High,Poor,1,3.02,Sep,Thursday
49320,KAD-2217,2025-09-03,Glo,Kaduna,Niger,92.10,113.76,3,equipment_fault,4G,111,Medium,Fair,0,1.90,Sep,Wednesday
80493,KAN-8758,2025-09-26,9mobile,Kano,Nasarawa,92.13,113.33,2,maintenance,4G,325,Medium,Fair,0,1.89,Sep,Friday
80494,ONI-1072,2025-09-10,MTN,Onitsha,Jigawa,86.24,198.14,0,power_failure,3G,230,High,Poor,1,3.30,Sep,Wednesday
80496,ABA-1127,2025-09-22,Glo,Aba,Abia,94.04,85.82,4,equipment_fault,4G,341,High,Fair,1,1.43,Sep,Monday
80500,ENU-4737,2025-09-21,9mobile,Enugu,Anambra,91.98,115.49,0,power_failure,4G,91,Medium,Fair,0,1.92,Sep,Sunday
80502,ABA-8680,2025-09-06,MTN,Aba,Oyo,94.78,75.17,4,fiber_cut,4G,181,High,Fair,1,1.25,Sep,Saturday
80504,JOS-7437,2025-09-30,Glo,Jos,Bauchi,88.76,161.86,0,power_failure,3G,223,High,Poor,1,2.70,Sep,Tuesday
80505,WAR-5643,2025-09-30,MTN,Warri,Jigawa,94.13,84.53,5,equipment_fault,4G,478,High,Fair,1,1.41,Sep,Tuesday
80509,WAR-8937,2025-09-15,9mobile,Warri,Kano,89.52,150.91,2,equipment_fault,2G,160,High,Poor,1,2.52,Sep,Monday
80511,ENU-4660,2025-09-07,9mobile,Enugu,Lagos,90.70,133.92,1,power_failure,4G,172,High,Fair,1,2.23,Sep,Sunday
80512,KAN-9052,2025-09-23,Glo,Kano,Kano,89.33,153.65,2,equipment_fault,4G,276,High,Poor,1,2.56,Sep,Tuesday
80513,BEN-5615,2025-09-11,9mobile,Benin City,Osun,89.85,146.16,3,power_failure,3G,413,High,Poor,1,2.44,Sep,Thursday
80514,ILO-5275,2025-09-24,Glo,Ilorin,Sokoto,89.95,144.72,4,power_failure,4G,321,High,Poor,1,2.41,Sep,Wednesday
80516,ABA-3576,2025-09-14,MTN,Aba,Ekiti,88.64,163.58,0,power_failure,4G,498,High,Poor,1,2.73,Sep,Sunday
80519,ENU-9967,2025-09-24,MTN,Enugu,Benue,92.08,114.05,1,maintenance,4G,141,Medium,Fair,0,1.90,Sep,Wednesday
80521,LAG-1117,2025-09-01,MTN,Lagos,Bayelsa,94.43,80.21,1,maintenance,3G,470,Medium,Fair,0,1.34,Sep,Monday
80522,KAN-7463,2025-09-14,Glo,Kano,Adamawa,91.64,120.38,4,maintenance,4G,174,High,Fair,1,2.01,Sep,Sunday
59103,ABA-6942,2025-09-16,MTN,Aba,Bauchi,91.26,125.86,3,maintenance,3G,71,High,Fair,1,2.10,Sep,Tuesday
59104,WAR-1609,2025-09-29,9mobile,Warri,Ebonyi,91.35,124.56,3,maintenance,4G,71,High,Fair,1,2.08,Sep,Monday
59105,KAD-8669,2025-09-17,Airtel,Kaduna,Enugu,92.45,108.72,3,equipment_fault,2G,417,Medium,Fair,0,1.81,Sep,Wednesday
20007,LAG-5434,2025-09-30,Glo,Lagos,Bayelsa,98.79,17.42,4,unknown,4G,0,High,Good,0,0.29,Sep,Tuesday
49322,ABA-9725,2025-09-02,MTN,Aba,Nasarawa,94.59,77.90,3,power_failure,4G,383,Medium,Fair,0,1.30,Sep,Tuesday
49323,ENU-6970,2025-09-27,Glo,Enugu,Bauchi,89.93,145.01,0,fiber_cut,4G,465,High,Poor,1,2.42,Sep,Saturday
49324,IBA-2280,2025-09-24,MTN,Ibadan,Imo,91.39,123.98,4,maintenance,2G,159,High,Fair,1,2.07,Sep,Wednesday
24644,ABE-5922,2025-09-09,Glo,Abeokuta,Borno,85.91,202.90,5,equipment_fault,4G,260,High,Poor,1,3.38,Sep,Tuesday
24650,ABA-8067,2025-09-19,MTN,Aba,Ogun,92.64,105.98,1,power_failure,4G,200,Medium,Fair,0,1.77,Sep,Friday
24652,ABE-3817,2025-09-08,MTN,Abeokuta,Kaduna,92.62,106.27,5,fiber_cut,3G,452,High,Fair,1,1.77,Sep,Monday
24654,ILO-9506,2025-09-16,Glo,Ilorin,Imo,90.95,130.32,2,power_failure,5G,118,High,Fair,1,2.17,Sep,Tuesday
24659,CAL-5572,2025-09-08,MTN,Calabar,Katsina,92.23,111.89,5,maintenance,4G,402,High,Fair,1,1.86,Sep,Monday
24660,KAN-3358,2025-09-07,9mobile,Kano,Enugu,91.97,115.63,0,power_failure,4G,239,Medium,Fair,0,1.93,Sep,Sunday
24661,ENU-8060,2025-09-12,Glo,Enugu,Kogi,91.15,127.44,1,power_failure,4G,74,High,Fair,1,2.12,Sep,Friday
24663,POR-6538,2025-09-05,MTN,Port Harcourt,Enugu,93.74,90.14,5,power_failure,4G,170,High,Fair,1,1.50,Sep,Friday
24665,ENU-5374,2025-09-26,9mobile,Enugu,Bauchi,94.96,72.58,1,power_failure,4G,440,Medium,Fair,0,1.21,Sep,Friday
24666,LAG-4814,2025-09-26,Airtel,Lagos,Kogi,91.35,124.56,2,weather,3G,226,High,Fair,1,2.08,Sep,Friday
24667,ABA-6822,2025-09-14,9mobile,Aba,Imo,91.81,117.94,0,power_failure,4G,241,Medium,Fair,0,1.97,Sep,Sunday
24668,ENU-8171,2025-09-14,Airtel,Enugu,Akwa Ibom,93.50,93.60,3,equipment_fault,2G,342,Medium,Fair,0,1.56,Sep,Sunday
24669,POR-6974,2025-09-01,Airtel,Port Harcourt,FCT,85.16,213.70,4,power_failure,4G,198,High,Poor,1,3.56,Sep,Monday
24670,CAL-2798,2025-09-18,Airtel,Calabar,Kwara,88.00,172.80,1,maintenance,3G,420,High,Poor,1,2.88,Sep,Thursday
24673,ABU-3237,2025-09-05,Airtel,Abuja,Edo,91.07,128.59,2,maintenance,4G,352,High,Fair,1,2.14,Sep,Friday
24674,KAN-2397,2025-09-23,Glo,Kano,Kano,88.30,168.48,1,maintenance,3G,193,High,Poor,1,2.81,Sep,Tuesday
24675,ILO-5270,2025-09-22,9mobile,Ilorin,Delta,89.30,154.08,4,maintenance,4G,198,High,Poor,1,2.57,Sep,Monday
24676,KAN-8942,2025-09-16,Airtel,Kano,Abia,86.66,192.10,0,power_failure,4G,427,High,Poor,1,3.20,Sep,Tuesday
24678,ABE-2831,2025-09-15,Airtel,Abeokuta,Borno,85.06,215.14,4,equipment_fault,4G,82,High,Poor,1,3.59,Sep,Monday
59106,IBA-3498,2025-09-27,Glo,Ibadan,Cross River,89.16,156.10,1,equipment_fault,4G,451,High,Poor,1,2.60,Sep,Saturday
59107,ABU-4909,2025-09-23,Airtel,Abuja,Oyo,86.80,190.08,1,power_failure,4G,107,High,Poor,1,3.17,Sep,Tuesday
59112,LAG-4582,2025-09-13,9mobile,Lagos,Kwara,85.82,204.19,2,maintenance,4G,392,High,Poor,1,3.40,Sep,Saturday
59113,ABU-8596,2025-09-13,MTN,Abuja,Plateau,92.64,105.98,5,weather,3G,410,High,Fair,1,1.77,Sep,Saturday
59114,ONI-5067,2025-09-15,MTN,Onitsha,Bauchi,91.83,117.65,5,maintenance,3G,438,High,Fair,1,1.96,Sep,Monday
59116,ABU-6247,2025-09-22,MTN,Abuja,Kaduna,94.93,73.01,3,power_failure,4G,422,Medium,Fair,0,1.22,Sep,Monday
59117,POR-4504,2025-09-17,MTN,Port Harcourt,Ondo,91.83,117.65,0,power_failure,4G,75,Medium,Fair,0,1.96,Sep,Wednesday
59118,ENU-2725,2025-09-23,MTN,Enugu,Niger,91.32,124.99,4,fiber_cut,4G,106,High,Fair,1,2.08,Sep,Tuesday
59119,WAR-8809,2025-09-19,Airtel,Warri,Jigawa,93.47,94.03,1,power_failure,4G,243,Medium,Fair,0,1.57,Sep,Friday
59120,ABU-6504,2025-09-06,MTN,Abuja,Ondo,85.38,210.53,0,equipment_fault,3G,270,High,Poor,1,3.51,Sep,Saturday
59122,ILO-5097,2025-09-20,Airtel,Ilorin,Ekiti,89.13,156.53,3,maintenance,4G,121,High,Poor,1,2.61,Sep,Saturday
59123,KAN-7008,2025-09-03,MTN,Kano,Kano,86.36,196.42,4,power_failure,4G,490,High,Poor,1,3.27,Sep,Wednesday
70531,CAL-7770,2025-09-29,MTN,Calabar,Kwara,85.41,210.10,1,fiber_cut,4G,269,High,Poor,1,3.50,Sep,Monday
70532,ILO-8492,2025-09-07,Glo,Ilorin,Ekiti,93.97,86.83,3,fiber_cut,4G,75,Medium,Fair,0,1.45,Sep,Sunday
70536,IBA-1804,2025-09-08,MTN,Ibadan,Niger,87.69,177.26,3,power_failure,3G,126,High,Poor,1,2.95,Sep,Monday
70537,CAL-3973,2025-09-08,Glo,Calabar,Adamawa,89.24,154.94,4,fiber_cut,4G,277,High,Poor,1,2.58,Sep,Monday
70538,ABA-4463,2025-09-06,MTN,Aba,Nasarawa,89.69,148.46,5,equipment_fault,3G,457,High,Poor,1,2.47,Sep,Saturday
70541,LAG-9820,2025-09-05,Airtel,Lagos,Kano,90.17,141.55,4,maintenance,4G,451,High,Fair,1,2.36,Sep,Friday
70542,KAD-3266,2025-09-08,Glo,Kaduna,Bauchi,87.59,178.70,3,power_failure,4G,180,High,Poor,1,2.98,Sep,Monday
70545,ABA-8024,2025-09-20,Airtel,Aba,Niger,87.66,177.70,3,weather,4G,417,High,Poor,1,2.96,Sep,Saturday
49325,ABE-4697,2025-09-06,Glo,Abeokuta,Katsina,93.50,93.60,2,power_failure,4G,86,Medium,Fair,0,1.56,Sep,Saturday
49326,BEN-4913,2025-09-19,MTN,Benin City,Kebbi,89.33,153.65,2,maintenance,4G,464,High,Poor,1,2.56,Sep,Friday
49327,ABU-7496,2025-09-01,9mobile,Abuja,Gombe,89.15,156.24,0,equipment_fault,4G,238,High,Poor,1,2.60,Sep,Monday
